"Gene","logFC","AveExpr","P.Value","adj.P.Val"
"MED11",0.169,10.431,0.145,0.497
"ANP32E",-0.176,9.931,0.145,0.497
"C14orf132",0.666,6.974,0.145,0.497
"KIAA1333",0.179,8.393,0.145,0.497
"ZNF697",0.362,6.535,0.145,0.497
"HIST1H3I",0.762,10.782,0.145,0.497
"THOC6",-0.177,8.161,0.145,0.497
"LOC723809",-0.319,3.31,0.145,0.497
"GTF3C5",-0.146,11.887,0.145,0.497
"ICAM4",0.488,8.357,0.145,0.498
"DENR",-0.126,10.178,0.145,0.498
"TRPV5",0.231,5.107,0.145,0.498
"AMAC1L2",0.487,6.819,0.145,0.498
"KRT10",-0.188,13.612,0.145,0.498
"TNFSF10",0.45,12.584,0.145,0.498
"CEP120",-0.207,9.301,0.145,0.498
"SHMT1",-0.293,7.051,0.145,0.498
"ZNF333",-0.191,7.912,0.145,0.498
"C12orf59",0.255,3.199,0.145,0.498
"BCL2L15",-0.384,3.452,0.145,0.498
"RASSF2",0.191,14.292,0.145,0.498
"AKAP13",0.162,13.38,0.145,0.498
"PLEKHH2",0.419,3.314,0.145,0.498
"FOXP1",-0.263,13.771,0.146,0.498
"RPL7A",-0.096,17.326,0.146,0.498
"CBX7",-0.287,12.713,0.146,0.498
"CYB5R2",-0.617,7.481,0.146,0.498
"PLEK2",-0.625,5.732,0.146,0.498
"LOC643220",0.692,11.988,0.146,0.498
"CIDEC",-0.224,8.138,0.146,0.498
"CYB5A",-0.136,10.915,0.146,0.498
"LOC147645",0.966,14.146,0.146,0.498
"SQRDL",0.208,15.511,0.146,0.498
"ZFYVE28",-0.303,9.571,0.146,0.499
"RC3H2",0.126,10.065,0.146,0.499
"SIK1",0.339,15.862,0.146,0.499
"COL3A1",0.961,4.037,0.146,0.499
"LGALS7",0.506,6.614,0.146,0.499
"BCL6",-0.305,11.901,0.146,0.499
"N4BP3",-0.346,7.669,0.146,0.499
"LOC641844",0.388,9.89,0.146,0.499
"FAM169A",-0.296,8.355,0.146,0.499
"CDK5RAP3",-0.214,13.201,0.146,0.499
"SIN3A",0.148,10.44,0.146,0.499
"LOC730235",0.475,9.692,0.147,0.5
"KLK14",0.215,7.658,0.147,0.5
"EED",0.309,11.397,0.147,0.5
"FAM135A",0.247,7.124,0.147,0.5
"MPRIP",-0.185,11.658,0.147,0.5
"EPN1",0.233,6.989,0.147,0.5
"LOC100192379",-0.79,3.56,0.147,0.5
"DLST",0.521,10.737,0.147,0.5
"CDC20",-0.323,6.253,0.147,0.5
"MCM3APAS",-0.366,8.233,0.147,0.5
"ATG4D",-0.146,8.808,0.147,0.5
"EXOC5",0.425,7.487,0.147,0.5
"GAL",0.848,3.806,0.147,0.5
"NCK2",-0.277,7.861,0.147,0.5
"ATP6V0A4",-0.31,3.187,0.147,0.5
"PLEKHM1",0.119,13.52,0.147,0.5
"RAB33B",0.646,7.577,0.147,0.5
"HOXB4",0.367,9.25,0.147,0.5
"C10orf28",-0.172,7.536,0.147,0.5
"KIAA1462",0.636,3.994,0.147,0.5
"PRSS8",0.228,6.054,0.147,0.5
"ZNF845",0.28,9.887,0.147,0.5
"KIAA1530",0.196,7.192,0.147,0.5
"CCL5",-0.337,14.69,0.147,0.5
"PON2",0.191,9.038,0.147,0.5
"SEC14L4",-0.413,3.211,0.148,0.5
"MPP6",-0.282,6.598,0.148,0.5
"LARGE",-0.609,6.772,0.148,0.5
"GTF3C6",-0.14,13.403,0.148,0.5
"FAR2",0.346,7.329,0.148,0.5
"C20orf166",-0.235,3.357,0.148,0.5
"LGALS9C",0.225,15.628,0.148,0.501
"STK32C",0.347,9.978,0.148,0.501
"EIF3L",-0.147,14.582,0.148,0.501
"TPTE",0.39,3.814,0.148,0.501
"MFNG",0.129,14.952,0.148,0.501
"SFRS15",0.211,8.243,0.148,0.502
"LAMA5",-0.402,6.22,0.148,0.502
"SAT2",0.145,14.468,0.148,0.502
"SBF1",-0.162,10.562,0.148,0.502
"ITGA7",-0.333,9.297,0.148,0.502
"GJD3",0.347,8.142,0.148,0.502
"KRT13",0.287,3.398,0.148,0.502
"POP4",-0.111,11.887,0.149,0.502
"SNX26",0.247,17.273,0.149,0.502
"LOC645212",-0.15,9.054,0.149,0.502
"PION",-0.216,10.66,0.149,0.502
"KCNMA1",0.275,5.432,0.149,0.502
"RASSF4",0.247,12.492,0.149,0.503
"WDR59",-0.169,10.404,0.149,0.503
"RNF185",0.198,8.483,0.149,0.503
"ENY2",-0.202,12.95,0.149,0.503
"hCG_1988300",-0.254,6.385,0.149,0.503
"CD53",0.131,14.233,0.149,0.503
"RPLP0P2",0.115,16.815,0.149,0.503
"TAGAP",0.273,12.152,0.149,0.503
"GRRP1",0.247,7.641,0.149,0.503
"RBM8A",-0.102,14.523,0.149,0.503
"NOP10",0.22,14.12,0.149,0.503
"C20orf195",-0.346,7.472,0.149,0.503
"ADH6",0.577,3.865,0.149,0.503
"P2RX2",0.344,6.31,0.149,0.503
"MTERF",0.25,7.928,0.149,0.503
"C10orf54",-0.202,14.024,0.149,0.503
"LOC391160",0.277,13.341,0.15,0.503
"PDSS2",-0.126,8.49,0.15,0.503
"NDUFA7",0.115,12.799,0.15,0.503
"SUMF1",0.202,11.748,0.15,0.503
"REV3L",0.149,10.098,0.15,0.503
"CRAT",-0.292,7.72,0.15,0.503
"DUOXA2",0.297,7.928,0.15,0.503
"P2RY8",-0.254,12.962,0.15,0.503
"PLXNA4",0.58,5.075,0.15,0.503
"GPR31",-0.371,3.675,0.15,0.504
"ARHGEF5",-0.325,7.13,0.15,0.504
"CYB561",-0.253,10.554,0.15,0.504
"LOC100128203",0.902,4.927,0.15,0.504
"FPGT",0.409,7.665,0.15,0.504
"AMFR",-0.168,10.73,0.15,0.504
"DCDC1",0.337,3.177,0.15,0.504
"ATG4C",0.135,9.086,0.15,0.504
"KLK9",0.234,6.941,0.15,0.504
"ALDH4A1",0.183,9.585,0.15,0.504
"LOC128192",-0.121,12.939,0.15,0.504
"HSPD1",0.137,14.114,0.15,0.504
"PDIA3",-0.164,12.589,0.15,0.504
"C13orf29",0.537,6.607,0.15,0.504
"tcag7.873",0.483,9.762,0.15,0.504
"RAD51L3",0.212,7.502,0.15,0.504
"CLN6",-0.183,9.573,0.15,0.504
"MKI67IP",0.145,11.426,0.151,0.504
"PANK2",0.134,11.345,0.151,0.504
"ROD1",-0.103,13.253,0.151,0.504
"TGDS",0.174,9.974,0.151,0.504
"HCG4",0.303,4.639,0.151,0.504
"POLI",0.2,8.707,0.151,0.504
"HIST1H4E",-0.22,8.52,0.151,0.504
"MYADML",0.409,5.61,0.151,0.504
"ZMYND8",-0.187,10.196,0.151,0.504
"PAK1IP1",0.199,9.32,0.151,0.504
"C4orf18",0.362,12.244,0.151,0.504
"C3orf59",-0.394,6.725,0.151,0.504
"C9orf123",-0.15,11.661,0.151,0.504
"C17orf50",0.401,4.691,0.151,0.504
"ZNF429",0.231,11.084,0.151,0.504
"MT2A",-0.349,14.389,0.151,0.504
"FLJ30672",-0.488,3.387,0.151,0.504
"SPOPL",0.141,10.313,0.151,0.504
"RAB34",0.276,13.412,0.151,0.504
"C9orf16",-0.348,9.754,0.151,0.504
"ACR",0.607,5.009,0.151,0.504
"DNAH1",-0.258,8.908,0.151,0.504
"IP6K2",-0.207,9.447,0.151,0.504
"PICK1",-0.35,6.52,0.151,0.504
"PLEKHM2",-0.212,9.728,0.151,0.504
"TXLNB",-0.283,5.983,0.151,0.504
"LOC442421",0.3,11.578,0.151,0.504
"MAP2K5",-0.171,7.821,0.151,0.504
"FCGRT",0.213,15.291,0.151,0.504
"TOMM40L",-0.138,9.88,0.151,0.504
"LOC644937",-0.119,16.561,0.152,0.505
"IL17RE",0.291,6.426,0.152,0.505
"MCAM",-0.516,3.622,0.152,0.505
"ALS2CL",0.208,8.558,0.152,0.505
"MC1R",-0.347,9.565,0.152,0.505
"NCAM1",-0.422,3.69,0.152,0.505
"CHN1",-0.619,7.448,0.152,0.505
"LOC643988",-0.233,8.949,0.152,0.505
"CCS",-0.238,11.546,0.152,0.505
"POU2F1",0.193,10.188,0.152,0.505
"UGDH",0.236,6.913,0.152,0.505
"CCDC21",0.198,8.31,0.152,0.505
"PLD2",0.246,6.243,0.152,0.505
"SLC25A35",-0.214,7.105,0.152,0.505
"ZNF512",-0.149,8.724,0.152,0.505
"ATG9A",-0.17,10.431,0.152,0.505
"JAK3",-0.214,14.374,0.152,0.505
"hCG_2009921",0.45,10.07,0.152,0.505
"KIF15",-0.352,5.812,0.152,0.505
"SECISBP2",-0.138,11.527,0.152,0.505
"REN",-0.652,4.558,0.152,0.505
"RORB",-0.143,3.196,0.152,0.505
"CLDN9",0.244,6.776,0.152,0.505
"FBXO3",0.245,8.466,0.152,0.505
"MICAL1",-0.172,12.32,0.152,0.505
"RAD50",0.168,9.537,0.152,0.505
"N6AMT2",-0.174,8.507,0.152,0.505
"TIMM17B",-0.185,9.413,0.152,0.505
"ATP6V1G2",0.236,6.686,0.152,0.505
"HSF2",0.195,10.538,0.152,0.505
"TRMT2A",-0.164,9.874,0.152,0.505
"GABRG2",0.368,5.788,0.153,0.505
"GALNT6",0.172,9.32,0.153,0.505
"NIT1",0.156,10.355,0.153,0.505
"hCG_1790474",0.447,6.901,0.153,0.505
"TCERG1L",0.373,3.44,0.153,0.505
"C1orf100",-0.198,3.167,0.153,0.505
"TFDP2",-0.274,5.832,0.153,0.505
"MST1R",0.464,4.344,0.153,0.505
"FAM47C",0.325,8.675,0.153,0.506
"IMPAD1",0.15,9.785,0.153,0.506
"EPHA1",0.457,6.963,0.153,0.506
"HNF1A",0.317,9.372,0.153,0.506
"ACE",0.756,5.231,0.153,0.506
"PFN3",0.426,3.302,0.153,0.506
"ATN1",0.444,10.556,0.153,0.506
"FAM43B",0.435,8.102,0.153,0.506
"FLJ22763",0.119,3.048,0.153,0.506
"TBC1D22B",-0.185,7.369,0.153,0.506
"CCDC8",0.351,3.388,0.154,0.506
"ZFPL1",-0.201,7.988,0.154,0.506
"ST3GAL6",0.455,8.506,0.154,0.506
"B3GALNT1",0.17,6.725,0.154,0.506
"TRIM73",0.755,4.376,0.154,0.506
"FAM44C",0.289,7.007,0.154,0.506
"RPS19",-0.098,16.984,0.154,0.506
"SERPINF2",0.401,4.009,0.154,0.507
"FDPS",-0.087,13.266,0.154,0.507
"NR4A3",-0.495,6.762,0.154,0.507
"RPL37",-0.083,16.349,0.154,0.507
"ADPRH",0.397,5.635,0.154,0.507
"UVRAG",0.187,7.996,0.154,0.507
"RUNDC1",0.18,9.714,0.154,0.507
"ZNF786",0.272,9.221,0.154,0.507
"ARNTL",-0.136,10.136,0.154,0.508
"COX6C",-0.116,13.471,0.154,0.508
"LHX1",0.357,9.048,0.154,0.508
"ZNF20",0.41,5.017,0.155,0.508
"KIAA1033",0.193,12.91,0.155,0.508
"PRSS36",1.056,11.297,0.155,0.508
"MMACHC",0.503,4.815,0.155,0.508
"TXNRD3",0.438,5.268,0.155,0.508
"MYO5A",0.46,9.612,0.155,0.508
"C22orf40",0.149,10.473,0.155,0.508
"GBL",-0.154,8.684,0.155,0.508
"POLB",0.385,6.411,0.155,0.508
"LYPLA2P1",-0.155,9.224,0.155,0.508
"MS4A2",-0.879,6.721,0.155,0.509
"CDCA8",-0.231,8.298,0.155,0.509
"DNAJC10",0.152,11.216,0.155,0.509
"TADA2L",-0.146,6.841,0.155,0.509
"DHX34",0.386,4.251,0.155,0.509
"STMN2",-0.29,5.13,0.155,0.509
"CYP4V2",0.319,9.744,0.155,0.509
"CAPN5",0.262,5.423,0.155,0.509
"KHDC1",-0.377,5.528,0.155,0.509
"SMTN",-0.322,6.355,0.155,0.509
"RFX1",0.17,10.937,0.155,0.509
"WDR45L",0.126,12.775,0.156,0.509
"CCDC146",-0.247,8.712,0.156,0.509
"WDR27",-0.268,6.05,0.156,0.509
"LOC100130967",-0.386,3.394,0.156,0.509
"ATAD2",0.32,6.639,0.156,0.509
"HEXDC",-0.258,10.502,0.156,0.509
"THNSL2",-0.903,5.779,0.156,0.509
"WBSCR23",0.367,8.654,0.156,0.509
"QPCT",0.309,11.223,0.156,0.509
"BCR",-0.185,11.921,0.156,0.509
"JMJD2A",0.174,9.698,0.156,0.509
"LOC646446",1.084,6.044,0.156,0.509
"ASB8",-0.129,9.76,0.156,0.509
"MGC33407",1.027,4.055,0.156,0.509
"FOXL1",0.208,5.728,0.156,0.509
"WBP1",-0.132,11.795,0.156,0.509
"SLC4A11",0.253,5.872,0.156,0.509
"C9orf142",-0.225,11.77,0.156,0.509
"RASSF3",0.277,7.174,0.156,0.509
"KLK13",0.283,3.244,0.156,0.509
"C2orf43",0.187,7.893,0.156,0.509
"LONP1",-0.178,12.892,0.156,0.509
"ISLR2",-0.825,3.919,0.156,0.509
"LRP2BP",-0.435,3.56,0.156,0.509
"C14orf21",-0.203,7.394,0.156,0.509
"MLF2",-0.107,10.431,0.157,0.51
"LOC389791",0.549,4.075,0.157,0.51
"HERPUD1",0.175,15.108,0.157,0.51
"BRMS1L",-0.339,6.483,0.157,0.51
"FGFBP3",-0.247,9.933,0.157,0.51
"KIAA1468",-0.224,9.457,0.157,0.51
"PEX19",-0.114,10.406,0.157,0.51
"ZNF550",0.289,10.407,0.157,0.51
"CHTF18",-0.229,11.234,0.157,0.51
"POLR2D",-0.13,9.869,0.157,0.51
"ZBTB11",0.193,10.076,0.157,0.51
"GPR173",0.436,4.523,0.157,0.51
"FLJ31715",-0.557,4.164,0.157,0.51
"ALPK1",0.385,15.324,0.157,0.51
"FAM158A",-0.158,8.665,0.157,0.511
"UNC5A",-0.318,5.392,0.157,0.511
"IFNA4",0.257,4.926,0.157,0.511
"RLN1",0.534,5.053,0.157,0.511
"C1QC",0.765,4.061,0.157,0.511
"CYBA",-0.173,13.892,0.157,0.511
"IL12RB1",-0.195,9.536,0.157,0.511
"RBM12",0.189,9.754,0.158,0.511
"PASK",-0.422,10.206,0.158,0.511
"C8orf12",0.693,3.631,0.158,0.511
"MAP2K2",-0.176,11.779,0.158,0.512
"LOC401010",-0.448,5.145,0.158,0.512
"LOC389831",0.987,6.064,0.158,0.512
"DAPK3",-0.169,9.786,0.158,0.512
"C9orf80",0.129,9.682,0.158,0.512
"RGL3",-0.553,4.041,0.158,0.512
"LARP7",0.105,11.536,0.158,0.512
"USP48",-0.147,11.782,0.158,0.512
"ACSF2",-0.189,8.604,0.158,0.512
"DDN",0.557,5.431,0.158,0.512
"LOC100129406",-0.67,3.72,0.158,0.512
"KIAA0907",0.309,9.184,0.158,0.512
"TRMU",-0.237,10.74,0.158,0.512
"KLRC2",0.676,9.454,0.158,0.512
"TRMT2B",-0.206,8.468,0.158,0.512
"MED1",0.131,12.298,0.159,0.513
"SPEF1",0.324,8.946,0.159,0.513
"SCCPDH",-0.248,10.97,0.159,0.513
"POLE4",0.134,12.497,0.159,0.513
"SMC1A",-0.229,10.987,0.159,0.513
"BIVM",0.204,7.878,0.159,0.513
"LOC643650",-0.148,3.213,0.159,0.513
"LOC729839",0.274,7.412,0.159,0.513
"GLTSCR2",0.118,17.819,0.159,0.514
"ATP5I",-0.095,13.76,0.159,0.514
"PRKG1",-0.889,4.442,0.159,0.514
"CSNK1G2",-0.239,12.53,0.159,0.514
"FAM3C",-0.21,10.363,0.159,0.514
"CCDC42",-0.394,5.148,0.159,0.514
"SCARB2",0.235,9.272,0.159,0.514
"C20orf112",-0.172,8.29,0.159,0.514
"PLAGL2",0.232,9.577,0.159,0.514
"RPL31P10",0.144,16.08,0.159,0.514
"ZNF175",0.316,7.235,0.16,0.514
"RPL26",0.104,17.14,0.16,0.514
"CYP4A11",0.445,4.167,0.16,0.514
"SLC35B2",-0.142,11.124,0.16,0.514
"GLDN",0.366,3.211,0.16,0.514
"FUT7",0.329,9.286,0.16,0.514
"LMAN1L",0.228,6.92,0.16,0.514
"ARL5A",-0.144,10.715,0.16,0.515
"TNNI3K",-0.173,3.089,0.16,0.515
"RNF187",-0.137,10.338,0.16,0.515
"GBX2",-0.923,3.751,0.16,0.515
"C20orf59",-0.222,6.115,0.16,0.515
"RPL4",0.171,16.311,0.16,0.515
"CRTC3",-0.166,10.426,0.16,0.515
"UNC45A",-0.187,11.792,0.16,0.515
"C2orf47",0.145,9.962,0.16,0.515
"FAM108C1",-0.237,9.38,0.161,0.515
"SV2B",-0.545,5.62,0.161,0.515
"LOC728698",0.18,12.84,0.161,0.515
"TMEM55B",-0.151,11.494,0.161,0.515
"DIS3L",-0.162,10.786,0.161,0.515
"TNFRSF10D",0.508,3.436,0.161,0.515
"LAS1L",-0.159,13.075,0.161,0.515
"LOC400299",-0.207,9.667,0.161,0.515
"TC2N",-0.23,10.08,0.161,0.515
"TMEM206",0.119,9.105,0.161,0.515
"LOC100132656",0.283,6.827,0.161,0.515
"ECE1",-0.22,9.942,0.161,0.515
"C9orf95",-0.283,11.263,0.161,0.515
"POLE",-0.277,5.578,0.161,0.515
"GOLGA2",0.129,10.896,0.161,0.515
"MED21",0.177,8.194,0.161,0.515
"CALR",-0.172,13.103,0.161,0.515
"SPSB1",0.241,8.363,0.161,0.515
"HMG20A",0.136,8.045,0.161,0.515
"C14orf104",0.239,9.277,0.161,0.515
"ITM2B",0.285,12.539,0.161,0.515
"ARRDC1",-0.207,11.552,0.161,0.515
"LOC407835",-0.111,12.805,0.161,0.515
"WARS2",0.222,7.961,0.161,0.515
"ASIP",0.535,4.163,0.161,0.515
"ACP2",0.412,7.685,0.161,0.515
"PADI2",0.377,8.469,0.161,0.515
"MTNR1A",0.144,3.127,0.161,0.515
"RPL7L1",0.15,10.957,0.161,0.515
"ZNF823",0.287,5.995,0.161,0.515
"LMF1",-0.228,7.863,0.161,0.515
"DDB2",-0.159,12.207,0.161,0.515
"AGPS",-0.144,10.496,0.161,0.515
"KLHL30",0.286,3.283,0.161,0.515
"KLC3",0.191,17.516,0.161,0.515
"ZNF496",-0.237,6.136,0.161,0.515
"CCHCR1",-0.181,9.241,0.162,0.515
"OOEP",-0.659,4.731,0.162,0.515
"ISLR",0.217,6.592,0.162,0.515
"ITIH5",0.45,4.36,0.162,0.515
"ANKRD46",0.283,7.414,0.162,0.515
"LACTB2",0.404,8.143,0.162,0.515
"FGGY",-0.174,8.431,0.162,0.515
"ACCN1",0.342,4.606,0.162,0.515
"USP4",0.145,13.324,0.162,0.515
"FYN",-0.155,13.446,0.162,0.516
"SNX19",0.141,8.969,0.162,0.516
"FLJ20433",-0.366,6.494,0.162,0.516
"FLT3",0.655,8.68,0.162,0.516
"LOC100133627",0.626,8.649,0.162,0.516
"LIN7C",0.168,9.185,0.162,0.516
"SNX33",0.238,5.747,0.162,0.516
"LMF2",-0.138,8.662,0.162,0.516
"LOC153546",-0.145,8.371,0.162,0.516
"BSPRY",0.376,7.286,0.162,0.516
"BTN2A3",0.191,8.255,0.163,0.517
"MOBP",0.2,3.172,0.163,0.517
"TMEM110",0.271,6.454,0.163,0.517
"WDR22",-0.142,12.376,0.163,0.517
"CXorf57",-0.289,8.392,0.163,0.517
"KISS1",-0.901,5.352,0.163,0.517
"MLLT6",-0.205,12.954,0.163,0.517
"PTMS",0.559,11.839,0.163,0.517
"SC65",-0.252,7.571,0.163,0.517
"CSNK2B",-0.12,12.856,0.163,0.517
"CATSPERB",-0.52,4.627,0.163,0.517
"PPIL3",-0.258,12.305,0.163,0.517
"GABRB2",0.302,3.256,0.163,0.517
"TMED9",0.439,11.5,0.163,0.517
"TRPM7",-0.149,8.652,0.163,0.517
"TRPV4",0.607,5.211,0.163,0.518
"DOCK5",-0.268,7.091,0.163,0.518
"OR7E91P",-0.272,5.372,0.163,0.518
"FAM13A1OS",-0.345,6.857,0.163,0.518
"SHC3",-0.078,3.029,0.164,0.518
"SHQ1",0.278,7.437,0.164,0.518
"C7",0.494,5.951,0.164,0.518
"IRAK1BP1",-0.533,5.717,0.164,0.518
"CYC1",-0.109,11.847,0.164,0.518
"HOOK3",-0.181,8.929,0.164,0.518
"PPP1R12C",-0.193,11.913,0.164,0.519
"ATP5G2",-0.117,15.18,0.164,0.519
"ACADM",0.23,9.571,0.164,0.519
"CLASP1",0.195,8.118,0.164,0.519
"BOLA1",0.211,11.162,0.164,0.519
"MDP-1",0.111,10.973,0.164,0.519
"FNDC3B",0.192,10.289,0.164,0.519
"SMN1",0.306,13.077,0.164,0.519
"FHIT",0.177,17.232,0.164,0.519
"UBE2J1",-0.216,9.424,0.164,0.519
"ZNF573",0.32,10.587,0.164,0.519
"CIB1",-0.204,13.635,0.164,0.519
"RGPD7",-0.446,3.623,0.164,0.519
"TBC1D3B",0.661,5.021,0.165,0.52
"LCN2",-0.728,8.03,0.165,0.52
"KRTAP7-1",0.437,3.333,0.165,0.52
"ZFR2",0.611,5.564,0.165,0.52
"PTGR2",0.308,6.442,0.165,0.52
"CORT",-0.274,6.696,0.165,0.52
"OXCT2",0.357,6.055,0.165,0.521
"SFTPD",-0.612,7.369,0.165,0.521
"BBS10",0.432,8.243,0.165,0.521
"FGFR4",0.371,7.211,0.165,0.521
"STXBP3",0.153,12.081,0.165,0.521
"HNRNPCL1",0.382,10.521,0.165,0.521
"ALB",-0.324,3.196,0.166,0.521
"RAB7B",0.635,5.253,0.166,0.521
"BEND5",-0.291,7.154,0.166,0.521
"SAMD10",0.776,7.41,0.166,0.521
"DYNLL1",0.185,14.355,0.166,0.521
"ERCC1",-0.182,11.215,0.166,0.521
"STOX2",-0.743,4.244,0.166,0.521
"SLC13A2",0.192,8.25,0.166,0.521
"AGA",-0.186,10.279,0.166,0.521
"LOC100128056",0.113,9.451,0.166,0.521
"RNMTL1",-0.105,9.616,0.166,0.521
"FAM174B",0.399,6.774,0.166,0.521
"LOC729956",0.463,9.7,0.166,0.521
"CHDH",0.388,4.81,0.166,0.521
"PRELID2",-0.143,7.641,0.166,0.521
"PAFAH1B1",0.206,11.833,0.166,0.521
"UBASH3B",-0.323,5.75,0.166,0.522
"ADD3",-0.11,13.598,0.166,0.522
"FAM168A",-0.182,6.965,0.166,0.522
"CROCCL2",-0.298,5.788,0.166,0.522
"GLE1",0.128,7.865,0.166,0.522
"HS1BP3",0.144,11.189,0.166,0.522
"RPL39L",-0.285,7.784,0.167,0.522
"PTDSS1",0.098,14.359,0.167,0.523
"HAAO",0.227,6.325,0.167,0.523
"VARS2",-0.174,11.464,0.167,0.523
"OCIAD1",-0.124,13.078,0.167,0.523
"DYNLRB1",-0.175,11.615,0.167,0.523
"NDUFB2",0.112,14.777,0.167,0.523
"SERPINB8",0.24,10.92,0.167,0.523
"ADAP1",-0.274,8.603,0.167,0.523
"TMEM171",-0.603,5.79,0.167,0.523
"NUP98",0.142,10.33,0.167,0.523
"WDR68",0.14,12.222,0.167,0.523
"ST8SIA2",0.549,6.265,0.167,0.523
"RAB12",-0.305,6.373,0.167,0.523
"C10orf97",-0.131,8.98,0.167,0.523
"C8orf83",0.196,10.043,0.167,0.523
"HRCT1",0.197,3.175,0.167,0.523
"SEC63",-0.146,11.341,0.167,0.523
"C4orf19",0.201,3.181,0.167,0.523
"CDH23",-0.391,8.955,0.167,0.523
"OR52K2",0.432,6.17,0.167,0.523
"SERPINB10",0.605,4.356,0.167,0.523
"CCDC27",-1.154,4.102,0.167,0.523
"LRRC46",-0.24,5.519,0.167,0.523
"DSCAM",0.274,3.235,0.167,0.523
"LTB4R2",0.158,7.508,0.168,0.523
"LOC727842",0.164,9.716,0.168,0.523
"GNL3L",-0.113,12.375,0.168,0.523
"TSPAN3",-0.203,10.683,0.168,0.523
"ZNHIT1",-0.159,13.36,0.168,0.523
"PCOLCE",-0.273,7.085,0.168,0.523
"BAX",0.316,13.138,0.168,0.523
"DDAH1",-0.751,4.316,0.168,0.523
"FBXO41",-0.228,10.251,0.168,0.523
"STYK1",-0.797,5.866,0.168,0.523
"CRIPT",0.181,10.821,0.168,0.525
"LOC643733",-0.305,8.685,0.168,0.525
"CABC1",-0.16,10.832,0.168,0.525
"MAT2B",0.148,13.551,0.169,0.525
"OCC-1",-0.289,10.527,0.169,0.525
"C14orf179",-0.167,10.033,0.169,0.525
"HNRNPA3",-0.121,13.846,0.169,0.525
"MRPS14",0.162,10.73,0.169,0.525
"ANKRD54",-0.153,9.216,0.169,0.525
"GOLGB1",0.11,12.349,0.169,0.525
"TPRX1",0.499,4.129,0.169,0.525
"LOC100131401",0.341,4.914,0.169,0.525
"MOS",0.209,8.28,0.169,0.525
"ABHD2",0.38,9.187,0.169,0.525
"LOC401097",-0.083,3.067,0.169,0.525
"SFRS7",-0.097,14.01,0.169,0.526
"DONSON",0.141,9.152,0.169,0.526
"PRMT7",-0.167,12.117,0.169,0.526
"SLC45A1",-0.27,3.546,0.169,0.526
"COBL",-0.111,3.145,0.169,0.526
"FAS",-0.271,8.963,0.169,0.526
"ANAPC11",0.102,15.243,0.169,0.526
"GLT8D3",-0.223,8.413,0.17,0.526
"ELK3",-0.184,6.718,0.17,0.526
"RCL1",-0.138,10.493,0.17,0.526
"MAP3K7IP2",-0.156,13.424,0.17,0.526
"CNTNAP4",-0.222,3.35,0.17,0.526
"PRO0461",-0.34,3.438,0.17,0.526
"GPR161",0.255,7.073,0.17,0.526
"C12orf62",-0.098,14.302,0.17,0.526
"DGCR6",-0.181,10.985,0.17,0.526
"ZNF658B",0.253,8.857,0.17,0.526
"RTN4RL2",0.202,6.639,0.17,0.526
"ELOF1",-0.166,9.77,0.17,0.526
"ATR",-0.148,10.715,0.17,0.526
"NARS2",0.15,8.649,0.17,0.526
"IKZF4",-0.23,6.968,0.17,0.526
"PHF14",0.133,10.186,0.17,0.526
"CDC14C",-0.415,7.037,0.17,0.526
"COMMD4",-0.177,12.738,0.17,0.526
"HIST1H2AB",0.319,7.837,0.17,0.526
"C17orf60",0.298,9.187,0.17,0.526
"KLF5",-0.444,6.75,0.17,0.526
"THUMPD3",-0.112,9.714,0.17,0.526
"FAM113A",-0.262,6.816,0.17,0.526
"hCG_1990547",-0.212,7.063,0.17,0.526
"DGAT1",-0.206,11.124,0.17,0.526
"TAF6",0.136,12.524,0.17,0.526
"ZMIZ2",0.187,12.343,0.17,0.526
"GBP3",0.323,11.171,0.17,0.526
"EBP",-0.208,12.289,0.17,0.526
"NADK",0.155,12.412,0.17,0.526
"WFDC5",0.253,3.471,0.171,0.526
"C15orf15",-0.122,12.366,0.171,0.526
"ING2",-0.308,10.743,0.171,0.526
"LOC284296",0.632,4.581,0.171,0.526
"TMCC3",-0.259,7.926,0.171,0.527
"ZC4H2",-0.206,9.665,0.171,0.527
"EID3",-0.278,8.934,0.171,0.527
"MXD1",-0.281,12.234,0.171,0.527
"OTUD1",-0.288,11,0.171,0.527
"GPRIN1",0.531,5.138,0.171,0.527
"SNAP23",0.266,10.361,0.171,0.527
"GPR142",-0.333,4.312,0.171,0.527
"AHR",0.305,10.982,0.171,0.527
"RPL14",0.17,17.054,0.171,0.527
"KREMEN2",-0.354,5.943,0.171,0.527
"YOD1",-0.407,10.286,0.171,0.528
"LOC728295",-0.577,3.412,0.171,0.528
"AKAP9",0.149,11.546,0.171,0.528
"ZSCAN22",0.43,5.39,0.171,0.528
"CBFA2T2",-0.132,9.19,0.172,0.528
"CEBPG",0.116,12.367,0.172,0.528
"ADRBK2",0.149,10.22,0.172,0.528
"M6PR",0.131,10.714,0.172,0.528
"LOC645251",0.295,10.04,0.172,0.528
"CSAG2",0.359,3.378,0.172,0.528
"LSM2",-0.105,8.507,0.172,0.528
"RBM41",0.139,8.487,0.172,0.528
"PRDX5",-0.125,13.482,0.172,0.528
"CDC6",-0.411,5.692,0.172,0.528
"BMF",0.194,10.884,0.172,0.528
"ZNF501",0.501,4.978,0.172,0.529
"ACER1",0.235,4.782,0.172,0.529
