"Gene","logFC","AveExpr","P.Value","adj.P.Val"
"IFI27L1",0.154,11.517,0.0864,0.497
"LOC643562",-0.267,7.349,0.0865,0.497
"TRPA1",-0.352,3.432,0.0865,0.497
"MED12",0.154,8.248,0.0865,0.497
"RFPL3S",0.239,5.994,0.0867,0.497
"FLJ10246",0.549,4.714,0.0867,0.497
"NPHP1",-0.574,5.274,0.0867,0.497
"NMD3",-0.157,10.304,0.0867,0.497
"MACROD2",-0.852,6.844,0.0867,0.497
"RPS6KB1",-0.143,9.734,0.0867,0.497
"KHSRP",0.205,13.329,0.0867,0.497
"MED13L",-0.264,16.183,0.0867,0.497
"MYLIP",-0.284,11.316,0.0868,0.497
"GRIN2A",0.793,3.599,0.0869,0.497
"SLC13A2",0.187,8.25,0.0871,0.498
"SET",-0.397,11.201,0.0871,0.498
"GNG10",-0.187,12.98,0.0871,0.498
"TMEM182",-0.348,5.6,0.0871,0.498
"LRFN4",0.157,9.991,0.0872,0.498
"C7orf28A",0.124,12.983,0.0873,0.498
"DCBLD1",0.186,7.003,0.0873,0.498
"RACGAP1",-0.223,8.385,0.0873,0.498
"RPL3",-0.164,17.799,0.0873,0.498
"DBF4",-0.195,8.153,0.0873,0.498
"SSBP4",-0.163,12.171,0.0874,0.498
"PHACTR4",0.156,9.286,0.0876,0.498
"EXOSC4",0.186,10.344,0.0876,0.498
"UPK3A",1.046,6.49,0.0876,0.498
"DIRC2",0.206,9.514,0.0877,0.498
"CCDC76",-0.262,8.571,0.0877,0.498
"CRISPLD2",0.383,7.899,0.0877,0.498
"ELF2",0.133,10,0.0877,0.498
"COQ3",-0.266,6.655,0.0877,0.498
"LOC646719",-0.226,7.62,0.0877,0.498
"PRAP1",0.62,3.949,0.0877,0.498
"PCDH1",0.453,5.752,0.0877,0.498
"GLRX",0.168,13.772,0.0878,0.498
"RNF213",0.22,10.166,0.0878,0.498
"EEF1A2",-0.515,4.319,0.0878,0.498
"LOC57228",-0.188,7.494,0.0878,0.498
"POMT1",0.22,11.401,0.0879,0.499
"ATP6AP2",-0.153,12.538,0.0879,0.499
"DERL1",0.226,11.624,0.088,0.499
"YEATS4",-0.204,10.206,0.0881,0.499
"C12orf56",0.482,3.519,0.0881,0.499
"MRPL17",0.175,10.128,0.0881,0.499
"TM9SF3",-0.165,10.627,0.0881,0.499
"UAP1L1",0.372,9.542,0.0882,0.499
"ZNF547",0.439,3.441,0.0883,0.499
"EID2",-0.262,10.599,0.0883,0.499
"BIRC3",-0.296,12.139,0.0883,0.499
"DOCK3",0.61,6.838,0.0883,0.499
"BAALC",0.174,16.126,0.0884,0.499
"PDX1",0.936,4.184,0.0885,0.5
"CRB2",-0.384,3.51,0.0886,0.5
"PLCB3",0.254,6.01,0.0886,0.5
"BHLHE23",0.512,13.275,0.0887,0.5
"SCN9A",0.399,4.032,0.0887,0.5
"MVP",0.207,15.056,0.0888,0.5
"IQWD1",-0.158,8.103,0.0888,0.5
"CD53",0.121,14.233,0.0889,0.501
"NOL7",-0.095,13.922,0.089,0.501
"FCN1",0.189,17.904,0.089,0.501
"KIF17",0.264,5.535,0.089,0.501
"CCL1",0.33,3.364,0.089,0.501
"SFT2D2",0.164,8.868,0.0891,0.501
"SLC35E2",0.272,8.887,0.0891,0.501
"ZNF107",-0.199,8.79,0.0891,0.501
"EXOSC5",-0.15,9.071,0.0893,0.502
"FOXJ2",-0.093,9.422,0.0893,0.502
"WASH2P",0.175,15.787,0.0893,0.502
"RAB3D",0.177,12.494,0.0893,0.502
"TTF1",0.255,9.788,0.0895,0.502
"EIF3F",-0.113,14.404,0.0896,0.502
"OAZ3",0.425,4.294,0.0897,0.503
"RPS20",-0.112,17.847,0.0897,0.503
"LIAS",-0.176,8.968,0.0897,0.503
"RCL1",-0.134,10.493,0.0898,0.503
"TNFRSF1B",0.188,12.134,0.0898,0.503
"GFOD2",0.211,9.899,0.0899,0.503
"TYMP",0.384,15.408,0.0899,0.503
"SNX25",-0.278,7.87,0.09,0.503
"DENND1A",0.144,12.151,0.0901,0.504
"DBT",0.227,8.314,0.0901,0.504
"MSL1",-0.123,11.899,0.0901,0.504
"HPS6",0.138,14.034,0.0902,0.504
"RPH3A",-0.871,5.327,0.0903,0.504
"DHPS",-0.116,9.956,0.0903,0.504
"KIAA0841",-0.229,5.876,0.0904,0.505
"CDSN",0.442,5.725,0.0904,0.505
"SNN",-0.295,12.891,0.0905,0.505
"RBM15B",-0.103,11.113,0.0906,0.505
"USP6",-0.206,8.501,0.0907,0.505
"PPP4C",-0.124,10.982,0.0907,0.505
"KRT71",0.319,4.41,0.0907,0.505
"BMF",0.189,10.884,0.0907,0.505
"PCSK4",0.268,7.389,0.0907,0.505
"RYBP",0.239,12.79,0.0908,0.505
"ADARB1",-0.197,10.421,0.0909,0.505
"NDUFAF1",0.17,11.606,0.0909,0.505
"ANKRD58",0.328,11.387,0.0909,0.505
"LOC100130152",0.333,12.109,0.0909,0.506
"FGF3",0.292,12.163,0.091,0.506
"PJA1",-0.15,10.868,0.0912,0.506
"PEX7",-0.131,9.049,0.0912,0.506
"HDAC10",0.23,8.617,0.0912,0.506
"CYP4F3",-0.556,3.543,0.0912,0.506
"GPR126",-0.581,4.551,0.0913,0.506
"CNP",0.193,13.918,0.0913,0.506
"EPS15",-0.157,9.156,0.0913,0.506
"LOC344178",-0.421,3.261,0.0913,0.506
"SERPINA3",-0.292,6.058,0.0916,0.507
"ZNF416",0.277,7.757,0.0916,0.507
"ATXN1L",0.257,5.155,0.0917,0.507
"DHX57",0.182,8.61,0.0917,0.507
"USP45",-0.27,5.945,0.0917,0.507
"DOCK7",0.226,7.187,0.0918,0.508
"IKZF2",-0.351,9.983,0.0918,0.508
"WDR79",-0.211,7.484,0.0918,0.508
"ADAMTS4",0.652,5.951,0.092,0.508
"RAB11FIP2",-0.215,9.299,0.0921,0.509
"CCDC52",-0.172,7.309,0.0923,0.509
"WDR35",0.481,5.021,0.0923,0.509
"ZNF259",-0.119,10.587,0.0924,0.509
"LOC100128977",0.404,11.767,0.0924,0.509
"ZNF559",-0.207,8.053,0.0924,0.509
"HTRA3",0.847,4.527,0.0924,0.509
"SNHG8",-0.264,13.622,0.0924,0.509
"PGRMC1",-0.436,9.312,0.0925,0.51
"FNDC3A",0.114,10.74,0.0926,0.51
"DFNB31",-0.804,6.127,0.0926,0.51
"LOC653390",0.296,7.155,0.0927,0.51
"VPS4A",0.133,11.783,0.0927,0.51
"LOC647065",-0.163,9.799,0.0927,0.51
"XKR8",0.171,12.372,0.0927,0.51
"LTB4R",0.261,9.729,0.0929,0.51
"ZBTB38",-0.251,10.622,0.093,0.511
"GNG4",0.182,5.897,0.0931,0.511
"GTSF1",-0.388,6.449,0.0931,0.511
"LOC100130890",-0.371,7.585,0.0931,0.511
"CXorf15",-0.351,8.745,0.0931,0.511
"UNKL",0.212,9.254,0.0931,0.511
"RNF32",-0.211,3.208,0.0932,0.511
"LOC441376",0.557,4.097,0.0933,0.511
"PRKRIR",-0.116,12.306,0.0933,0.511
"FAM109A",0.184,8.102,0.0933,0.511
"TRMT11",-0.205,7.904,0.0934,0.511
"SYTL4",-0.543,7.497,0.0935,0.512
"PPIG",-0.217,11.708,0.0936,0.512
"LOC644415",-0.148,9.122,0.0936,0.512
"ZNF843",0.419,7.699,0.0936,0.512
"ACTN3",-0.256,7.4,0.0939,0.513
"MUTED",-0.131,11.27,0.0939,0.513
"PSMB5",0.18,11.783,0.0939,0.513
"LOC284288",-0.248,7.174,0.094,0.513
"CEP55",-0.38,6.847,0.094,0.513
"STEAP1",-0.49,4.101,0.0941,0.513
"PRPF38A",-0.095,11.186,0.0941,0.513
"SMARCA1",-0.458,4.28,0.0941,0.513
"TNFRSF1A",0.258,11.335,0.0942,0.514
"ABHD11",0.19,10.904,0.0942,0.514
"PSMF1",-0.11,10.891,0.0943,0.514
"PTPN9",0.192,7.7,0.0943,0.514
"SPATA13",0.472,11.168,0.0944,0.514
"INHBC",0.287,6.789,0.0945,0.514
"UNC93B1",0.195,11.038,0.0945,0.514
"KSR2",-0.521,3.731,0.0945,0.514
"ALPPL2",0.245,8.46,0.0945,0.514
"GPR12",0.283,6.27,0.0946,0.515
"tcag7.1177",0.172,7.72,0.0947,0.515
"RPS25",-0.106,17.782,0.0947,0.515
"CCDC13",0.552,4.756,0.0947,0.515
"PLEKHO2",0.199,12.812,0.0948,0.515
"HNRNPCL1",-0.361,10.521,0.0949,0.515
"SHISA4",0.199,10.083,0.0949,0.515
"STMN1",-0.162,12.475,0.095,0.515
"ARL3",-0.11,11.739,0.095,0.515
"GTF2E2",-0.155,9.783,0.095,0.515
"SH3TC1",0.18,11.414,0.0951,0.515
"LOC254128",-0.159,8.885,0.0951,0.515
"WDR36",0.109,8.933,0.0952,0.515
"RPL17",-0.112,16.263,0.0953,0.515
"GBAP",0.153,9.404,0.0953,0.515
"MAP9",-0.187,8.336,0.0953,0.515
"ADAM12",0.427,4.673,0.0953,0.515
"ARF6",-0.222,10.904,0.0954,0.515
"EFTUD2",0.118,13.876,0.0954,0.515
"TNFSF10",0.404,12.584,0.0954,0.515
"ACADM",-0.216,9.571,0.0954,0.515
"HKR1",0.532,8.617,0.0954,0.515
"C3orf21",0.144,9.062,0.0955,0.515
"RPS6",-0.129,18.003,0.0955,0.515
"DTD1",-0.149,12.055,0.0956,0.516
"FBXW5",0.132,13.422,0.0957,0.516
"NET1",-0.208,10.249,0.0958,0.516
"HPX",0.411,3.998,0.0958,0.516
"CNBP",-0.104,13.616,0.0958,0.516
"FLJ20021",0.177,9.823,0.0959,0.516
"SGK3",0.142,10.98,0.0959,0.516
"ERN1",-0.194,10.245,0.0959,0.516
"PAQR8",0.345,9.514,0.0959,0.516
"GLI1",-0.455,4.855,0.096,0.517
"LAMP1",0.097,16.239,0.0961,0.517
"ZNF215",-0.648,3.991,0.0961,0.517
"FAM3B",-1.171,4.48,0.0961,0.517
"KRT40",-0.447,3.403,0.0963,0.517
"CHRAC1",-0.183,9.175,0.0964,0.517
"AGPAT4",0.222,9.916,0.0964,0.517
"SYF2",-0.114,13.293,0.0964,0.517
"LOC654780",0.165,5.368,0.0964,0.517
"GKAP1",-0.179,8.697,0.0964,0.517
"MAP1B",-0.585,3.566,0.0964,0.517
"TARSL2",-0.176,7.707,0.0965,0.517
"PCMTD2",-0.16,9.915,0.0965,0.518
"LOC442240",-0.407,7.165,0.0966,0.518
"PALM2-AKAP2",-0.348,13.419,0.0966,0.518
"ZNF576",0.226,7.872,0.0967,0.518
"RRM2",-0.544,5.571,0.0967,0.518
"FOXB1",0.648,10.667,0.0968,0.518
"LIN54",-0.29,4.652,0.0969,0.518
"ZNF513",0.128,9.654,0.0969,0.518
"PIP5K1C",0.485,11.267,0.0969,0.518
"TMEM106C",-0.259,11.847,0.0969,0.518
"BIN3",0.12,11.433,0.0969,0.518
"PROS1",-0.595,8.325,0.097,0.518
"MTMR1",0.116,10.145,0.097,0.518
"PPAP2C",0.672,5.887,0.097,0.518
"TARS2",0.1,10.397,0.0971,0.518
"SLC22A5",0.271,8.222,0.0971,0.518
"ACTA2",-0.453,8.465,0.0971,0.518
"TPT1",-0.073,17.119,0.0971,0.518
"PUF60",-0.09,12.99,0.0971,0.518
"ZNF506",0.206,9.327,0.0972,0.518
"PTGES3",-0.092,14.459,0.0972,0.518
"NEDD4L",-0.236,7.519,0.0974,0.518
"C1orf27",-0.182,9.417,0.0974,0.518
"GARS",-0.172,8.867,0.0974,0.518
"PMAIP1",-0.434,9.579,0.0974,0.518
"EEF1G",-0.091,17.273,0.0975,0.518
"ACTR10",-0.108,12.033,0.0975,0.518
"SOCS2",-0.244,10.114,0.0975,0.518
"MYBL1",0.356,11.423,0.0976,0.519
"DCTN1",0.151,9.546,0.0977,0.519
"CXCR6",0.526,7.777,0.0977,0.519
"THAP10",0.735,3.683,0.0978,0.519
"IER5L",-0.199,11.018,0.0978,0.519
"TH",0.345,7.565,0.0978,0.519
"ABCC4",-0.544,5.812,0.0979,0.519
"hCG_20426",0.211,8.937,0.0979,0.519
"CSDC2",0.233,9.708,0.0979,0.519
"ZNF747",0.151,6.509,0.0979,0.519
"CCNJ",-0.195,8.235,0.0979,0.519
"ATP6V0A1",0.184,12.592,0.0979,0.519
"PTRF",0.341,7.832,0.098,0.519
"PTAFR",0.269,12.754,0.0983,0.52
"GRSF1",-0.083,11.623,0.0983,0.52
"FLJ40113",-0.353,8.502,0.0983,0.52
"CABP7",-0.85,6.154,0.0984,0.52
"TMEM174",-0.305,4.657,0.0985,0.521
"RBMS1",0.118,11.261,0.0986,0.521
"RPS21",-0.136,17.061,0.0987,0.522
"FLJ20464",0.285,5.087,0.0988,0.522
"TMEM150",0.084,11.209,0.0988,0.522
"ATG4C",-0.122,9.086,0.0989,0.522
"TIRAP",0.165,7.412,0.099,0.522
"CIB1",0.19,13.635,0.099,0.522
"C1orf177",0.335,6.424,0.0992,0.523
"NAT8L",0.478,4.359,0.0993,0.524
"FAM65C",-0.282,4.921,0.0994,0.524
"BUB1",-0.395,5.349,0.0994,0.524
"WASF3",-0.563,7.305,0.0995,0.524
"YTHDC1",-0.159,10.909,0.0995,0.524
"MTMR9",0.21,8.518,0.0996,0.524
"EMILIN2",0.165,14.801,0.0997,0.524
"PLD1",0.231,8.935,0.0997,0.524
"RASSF3",0.253,7.174,0.0998,0.525
"C14orf147",-0.179,12.211,0.0998,0.525
"TASP1",-0.134,8.518,0.0999,0.525
"LOC723809",-0.283,3.31,0.0999,0.525
"PEX26",-0.146,11.777,0.0999,0.525
"LOC645431",-0.289,5.945,0.1,0.525
"TRIM27",0.167,11.906,0.1,0.525
"GBP4",0.356,11.743,0.1,0.525
"CACNA1A",0.339,5.652,0.1,0.525
"MMS19",-0.136,10.845,0.1,0.525
"CCNA1",-0.33,3.151,0.1,0.525
"SEC14L4",-0.368,3.211,0.1,0.525
"ZNF326",-0.126,10.326,0.1,0.525
"LOC286528",0.261,3.274,0.1,0.525
"ZNF227",-0.361,6.155,0.1,0.525
"TMEM59",-0.111,14.004,0.1,0.525
"RNF219",0.232,10.043,0.1,0.525
"PPFIBP2",0.229,10.242,0.1,0.525
"EXOC3L2",0.161,16.767,0.1,0.525
"PFKP",0.154,12.263,0.101,0.525
"E2F7",-0.467,4.559,0.101,0.525
"SLC6A16",-0.232,7.376,0.101,0.525
"REEP6",0.171,8.99,0.101,0.525
"FNTA",0.093,12.616,0.101,0.525
"ITPR1",-0.122,10.514,0.101,0.525
"STAU2",0.27,9.474,0.101,0.525
"MAP7",-0.375,6.133,0.101,0.525
"tcag7.23",-0.146,13.95,0.101,0.525
"TBL1XR1",-0.259,11.32,0.101,0.525
"FLJ10038",-0.137,12.906,0.101,0.525
"LNX2",0.229,8.442,0.101,0.525
"TYW1",0.144,10.884,0.101,0.525
"MGC16385",0.305,9.805,0.101,0.525
"ISOC1",-0.139,10.272,0.101,0.525
"RAB11A",-0.148,11.796,0.101,0.525
"RNF111",0.124,9.778,0.101,0.525
"HOXA1",0.3,3.665,0.101,0.525
"RPL6",-0.079,15.872,0.101,0.525
"TADA2B",-0.136,10.035,0.101,0.525
"PF4",-0.39,15.933,0.101,0.525
"HSD17B14",-0.277,4.758,0.101,0.525
"C16orf87",-0.19,10.597,0.101,0.525
"HMGB2",-0.2,14.192,0.101,0.525
"RSHL1",0.506,7.011,0.101,0.525
"NFIB",-0.838,5.358,0.101,0.525
"C9orf21",-0.153,8.26,0.101,0.525
"hCG_1811732",0.216,7.664,0.101,0.525
"MBD4",-0.136,9.984,0.101,0.525
"SASS6",-0.263,5.474,0.101,0.525
"TCIRG1",0.181,14.477,0.101,0.525
"CACNA1C",0.184,7.798,0.101,0.525
"IGHM",-0.431,13.461,0.102,0.525
"C1RL",-0.249,7.952,0.102,0.525
"MED22",0.117,12.956,0.102,0.525
"C5orf46",0.364,4.193,0.102,0.526
"ZNF544",0.146,9.635,0.102,0.526
"KIAA1586",-0.226,5.891,0.102,0.526
"LYPLA1",0.114,11.288,0.102,0.526
"C3orf17",0.108,11.522,0.102,0.526
"LOC646644",-0.113,10.364,0.102,0.527
"ZSCAN21",0.207,7.828,0.102,0.527
"GDAP2",0.201,7.998,0.102,0.527
"FBL",-0.101,16.109,0.102,0.527
"OXT",0.243,7.145,0.102,0.527
"LOC440181",0.323,4.499,0.102,0.527
"PLOD1",0.166,10.556,0.102,0.528
"LOC153546",-0.133,8.371,0.102,0.528
"MRPL27",0.138,11.397,0.102,0.528
"ZNF354C",0.976,3.912,0.103,0.528
"TDRD3",-0.194,6.127,0.103,0.528
"SPAG5",-0.15,8.456,0.103,0.528
"LGMN",-0.278,6.191,0.103,0.528
"SPRY1",-0.535,3.974,0.103,0.528
"LAMA5",-0.356,6.22,0.103,0.528
"C20orf199",-0.127,14.047,0.103,0.528
"HERC6",0.274,9.701,0.103,0.528
"CENPJ",-0.148,8.824,0.103,0.528
"TBC1D22B",-0.166,7.369,0.103,0.528
"CACNG4",0.39,4.091,0.103,0.528
"TFF2",0.263,4.9,0.103,0.528
"HES6",0.299,6.918,0.103,0.528
"D2HGDH",0.241,12.233,0.103,0.528
"C2orf56",0.097,9.984,0.103,0.529
"PHF6",-0.154,9.999,0.103,0.53
"PRKCH",0.202,13.046,0.103,0.53
"KCNN2",-0.506,4.041,0.103,0.53
"SUSD3",-0.221,13.549,0.104,0.53
"ATG5",-0.139,10.337,0.104,0.53
"HPS4",-0.124,10.629,0.104,0.53
"ZNF548",0.172,7.953,0.104,0.53
"SH3BP4",0.484,4.353,0.104,0.53
"C19orf25",0.169,10.347,0.104,0.53
"tAKR",0.586,3.334,0.104,0.53
"C20orf3",0.226,14.623,0.104,0.53
"ITM2B",-0.26,12.539,0.104,0.53
"SLC2A11",0.24,7.189,0.104,0.53
"KATNA1",-0.105,11.092,0.104,0.53
"ABT1",-0.196,8.122,0.104,0.53
"CDK5R2",0.323,7.688,0.104,0.53
"CDC42EP4",0.17,9.315,0.104,0.531
"ELOVL1",0.144,10.228,0.104,0.531
"ANKRD39",-0.151,9.132,0.104,0.531
"TUBA3C",-0.293,11.556,0.105,0.532
"LOC400027",-0.196,9.337,0.105,0.532
"TMEM141",0.127,12.225,0.105,0.532
"S1PR3",0.294,5.151,0.105,0.532
"ASIP",0.486,4.163,0.105,0.532
"TERF2IP",0.119,12.939,0.105,0.532
"MPEG1",0.189,14.216,0.105,0.532
"MARCH3",-0.321,7.027,0.105,0.532
"TMEM184B",0.195,13.123,0.105,0.532
"DLX2",0.279,4.041,0.105,0.532
"ZNF471",-0.189,3.234,0.105,0.532
"LOC727916",0.698,4.041,0.105,0.532
"FOXO4",-0.178,7.977,0.105,0.532
"HCP5",0.33,11.379,0.105,0.532
"SNURF",-0.204,11.165,0.105,0.532
"JMJD5",0.201,6.981,0.105,0.532
"FLJ20674",-0.544,4.709,0.105,0.532
"IRF2BP1",0.186,8.03,0.105,0.532
"PDIA5",-0.166,9.527,0.105,0.532
"FLJ11710",0.193,9.162,0.105,0.532
"HSD17B12",-0.189,10.666,0.105,0.532
"ZBTB43",0.187,9.124,0.105,0.533
"ZNF613",0.408,8.287,0.105,0.533
"ZDHHC4",0.111,12.365,0.105,0.533
"DCK",-0.129,10.445,0.105,0.533
"PCDHA1",-0.386,3.984,0.105,0.533
"PTCH2",0.325,5.613,0.105,0.534
"PSEN2",0.165,11.175,0.106,0.534
"CD247",0.261,13.259,0.106,0.534
"SLC43A3",0.198,9.286,0.106,0.534
"PANX2",0.27,6.733,0.106,0.534
"SESTD1",-0.215,7.063,0.106,0.534
"PEX10",0.329,7.921,0.106,0.534
"ACSM5",0.175,3.215,0.106,0.534
"LOC400464",-0.244,6.2,0.106,0.534
"ACSM2B",0.371,3.547,0.106,0.534
"PROCR",0.322,8.122,0.106,0.534
"P2RY13",0.37,10.171,0.106,0.535
"EDARADD",-0.127,13.098,0.106,0.535
"OR2H1",0.234,10.112,0.106,0.535
"LOC283177",-0.301,6.524,0.106,0.535
"BRD9",-0.17,10.063,0.106,0.535
"THADA",0.127,9.634,0.106,0.535
"CCDC88C",-0.124,11.264,0.106,0.535
"GUCY2C",-0.286,3.414,0.106,0.535
"POLR3K",0.135,11.214,0.106,0.535
"CRYBB3",0.207,6.999,0.106,0.535
"MBNL2",0.141,10.995,0.106,0.535
"SLTM",0.118,11.952,0.106,0.535
"SHARPIN",0.102,11.073,0.106,0.535
"NIP30",0.075,10.704,0.107,0.535
"NDUFA4",-0.135,14.179,0.107,0.535
"LIPH",-0.583,5.564,0.107,0.535
"ACADL",0.978,4.111,0.107,0.536
"SCARNA17",0.28,14.847,0.107,0.536
"NCR1",0.438,9.959,0.107,0.536
"C7orf58",-0.485,6.112,0.107,0.536
"PRDX1",0.114,13.491,0.107,0.536
"SOX8",0.726,11.02,0.107,0.536
"CGREF1",-0.455,4.485,0.107,0.536
"ZNF599",-0.273,3.383,0.107,0.536
"CYTH3",0.458,4.841,0.107,0.536
"NUB1",0.151,10.346,0.107,0.536
"ZNF673",-0.152,9.122,0.107,0.536
"C5orf25",0.193,8.449,0.107,0.536
"RAB9A",0.121,12.427,0.107,0.536
"NDUFB1",-0.114,12.613,0.107,0.536
"CCDC53",-0.115,11.099,0.107,0.536
"WDR67",0.203,9.927,0.107,0.536
"SEC22B",-0.116,10.401,0.107,0.536
"KIF5B",0.133,7.947,0.107,0.536
"SAT2",0.126,14.468,0.107,0.536
"PEX11G",0.344,4.673,0.107,0.536
"C14orf166",-0.091,14.857,0.108,0.536
"C5orf26",-0.133,13.724,0.108,0.536
"SLC30A3",0.253,5.181,0.108,0.536
"NRSN2",0.464,9.408,0.108,0.536
"GCET2",-0.357,7.659,0.108,0.537
"ZNF568",-0.228,7.654,0.108,0.537
"REXO1",0.358,4.68,0.108,0.537
"ENO2",-0.261,9.125,0.108,0.537
"MYO18B",-0.511,3.547,0.108,0.537
"ZFR",0.115,10.945,0.108,0.537
"SPR",0.241,7.627,0.108,0.537
"ZNF615",0.224,6.153,0.108,0.538
"FLJ38723",0.153,8.966,0.108,0.538
"KBTBD8",-0.332,6.13,0.108,0.538
"TLE4",0.168,11.599,0.108,0.538
"LOXL4",0.487,3.995,0.108,0.538
"BCL10",-0.169,10.481,0.108,0.538
"ZNF740",0.362,3.957,0.108,0.538
"DNAL4",-0.164,7.235,0.108,0.538
"PRDX3",0.14,11.245,0.109,0.538
"ZDHHC24",0.144,10.564,0.109,0.539
"INPP1",0.196,8.201,0.109,0.539
"FGL2",0.254,14.598,0.109,0.539
"HGF",0.194,8.719,0.109,0.539
"TOR2A",0.134,11.323,0.109,0.539
"KIAA1598",-0.276,9.206,0.109,0.539
"C6orf223",-0.249,3.32,0.109,0.539
"LOC441455",-0.137,9.709,0.109,0.539
"WNT7A",-0.506,6.967,0.109,0.539
"KLRA1",-0.649,4.347,0.109,0.539
"STON2",0.534,5.562,0.109,0.539
"C12orf60",0.449,5.05,0.109,0.539
"ZNF175",0.282,7.235,0.109,0.539
"PHAX",-0.111,11.387,0.109,0.539
"LOC728153",0.369,5.464,0.109,0.54
"WWP1",-0.139,10.186,0.109,0.54
"GPATCH2",0.159,7.82,0.109,0.54
"GON4L",0.132,12.529,0.109,0.54
"C14orf145",-0.162,7.332,0.109,0.54
"PPA2",-0.228,10.615,0.109,0.54
"YWHAQ",-0.156,14.464,0.109,0.54
"BMPR1A",-0.306,5.169,0.11,0.54
"TNFAIP2",0.253,15.112,0.11,0.54
"BZRAP1",0.38,10.746,0.11,0.54
"CITED1",-0.645,4.017,0.11,0.54
"RFK",-0.2,9.322,0.11,0.54
"NUBP1",0.137,10.543,0.11,0.54
"PI4KAP2",0.23,8.265,0.11,0.54
"DGCR14",0.108,9.786,0.11,0.54
"CRYBB1",-0.51,3.545,0.11,0.54
"OR1F1",0.413,3.387,0.11,0.54
"RND2",0.305,3.521,0.11,0.54
"ZNFX1",0.195,9.273,0.11,0.54
"ADRB2",0.364,12.123,0.11,0.54
"GSC2",-0.412,3.372,0.11,0.54
"SLC5A2",0.165,9.87,0.11,0.54
"HLA-H",-0.128,17.208,0.11,0.54
"ADA",0.176,13.482,0.11,0.54
"RBM26",-0.137,9.289,0.11,0.54
"LIMS3",-0.301,11.39,0.11,0.54
"KIAA1737",-0.169,9.286,0.11,0.54
"NOS1",0.303,4.68,0.11,0.54
"TMEM45B",-0.549,7.328,0.11,0.54
"C15orf28",0.353,13.519,0.11,0.54
"TAL1",-0.462,7.73,0.11,0.54
"TTYH1",0.197,6.172,0.11,0.54
"STK4",-0.218,12.36,0.11,0.54
"CHERP",-0.149,11.529,0.11,0.54
"NUMBL",0.383,4.432,0.111,0.54
"CD82",-0.2,11.977,0.111,0.54
"XAGE3",0.593,3.482,0.111,0.54
"RPL31",-0.072,16.968,0.111,0.54
"RPS6KC1",0.131,9.048,0.111,0.54
"SLC44A1",-0.133,12.407,0.111,0.54
"RUSC1",0.111,8.923,0.111,0.54
"C9orf38",0.272,5.171,0.111,0.54
"DLL3",-0.413,3.488,0.111,0.54
"GBL",0.136,8.684,0.111,0.54
"C6orf48",-0.147,15.332,0.111,0.541
"LOC731724",0.355,5.482,0.111,0.541
"GOLT1B",-0.11,8.674,0.111,0.541
"KIAA0101",-0.389,9.311,0.111,0.541
"IGDCC4",0.345,3.783,0.111,0.541
"MGC12935",-0.456,4.077,0.111,0.541
"LOC390413",-0.466,13.843,0.111,0.541
"NT5C3",-0.312,12.848,0.111,0.541
"USP4",0.13,13.324,0.111,0.542
"PCYT1A",0.152,8.09,0.111,0.542
"KCND3",0.262,8.296,0.111,0.542
"LASP1",0.099,12.687,0.111,0.542
"MGC16025",-0.29,5.674,0.111,0.542
"RNF31",0.161,11.491,0.111,0.542
"IL12RB1",0.172,9.536,0.112,0.542
"STAT5B",0.218,9.781,0.112,0.542
"AKAP8L",-0.137,12.138,0.112,0.542
"C17orf37",0.131,12.645,0.112,0.542
"HLA-G",-0.118,18.126,0.112,0.542
"INADL",-0.432,6.845,0.112,0.542
"ATPAF1",-0.125,9.82,0.112,0.542
"FBXL3",0.184,11.107,0.112,0.542
"C16orf35",0.146,11.959,0.112,0.542
"SERPINA6",0.22,4.768,0.112,0.542
"DISP1",-0.162,7.311,0.112,0.542
"RARS",0.171,12.604,0.112,0.542
"SPAST",-0.148,9.416,0.112,0.542
"LOC100130623",-0.359,7.166,0.112,0.542
"CHM",0.154,7.424,0.112,0.542
"ELOF1",-0.15,9.77,0.112,0.542
"CCDC101",-0.148,8.393,0.112,0.542
"CUL7",-0.162,7.545,0.112,0.543
"ZBTB44",-0.161,10.948,0.112,0.543
"PARP11",-0.224,7.79,0.112,0.543
"ZKSCAN3",0.324,5.874,0.113,0.544
"ACCN3",-0.392,4.428,0.113,0.544
"APOOL",0.441,6.465,0.113,0.544
"TMED10P",-0.219,8.412,0.113,0.544
"AHCY",-0.092,12.829,0.113,0.544
"TFIP11",0.164,10.491,0.113,0.544
"BCL2A1",-0.205,11.738,0.113,0.544
"FUT4",0.17,8.782,0.113,0.544
"BCL2L1",-0.232,7.88,0.113,0.544
"MS4A7",0.321,12.973,0.113,0.544
"IVD",0.135,8.788,0.113,0.545
"GARNL4",0.578,8.337,0.113,0.545
"FILIP1L",0.494,4.688,0.113,0.545
"ZNF320",0.283,7.851,0.113,0.545
"PTPN4",0.23,11.508,0.113,0.545
"CD37",-0.121,12.549,0.113,0.545
"CCNL1",-0.193,12.307,0.113,0.545
"LOC399900",0.63,7.499,0.113,0.545
"FEM1C",0.221,6.125,0.113,0.545
"CCDC93",-0.117,9.159,0.114,0.546
"MYLC2PL",-0.349,3.305,0.114,0.546
"SERPINI2",0.447,4.976,0.114,0.546
"RASL10B",-0.259,4.572,0.114,0.546
"GATAD1",0.151,10.139,0.114,0.546
