"Gene","logFC","AveExpr","P.Value","adj.P.Val"
"XRCC6",0.085,15.924,0.0622,0.443
"LYRM1",-0.104,9.504,0.0622,0.443
"VPS37A",0.192,9.314,0.0622,0.443
"LOC392382",0.408,10.412,0.0622,0.443
"CST1",0.438,3.398,0.0622,0.443
"CBX1",-0.141,12.134,0.0623,0.443
"C1orf52",0.158,9.809,0.0623,0.443
"SYNPO",0.706,12.042,0.0623,0.443
"CLCNKB",-0.721,3.856,0.0623,0.443
"FIT1",0.351,5.239,0.0623,0.443
"TUBA1A",-0.212,12.776,0.0624,0.443
"SAMD4A",0.447,8.715,0.0625,0.443
"CRYGA",-0.637,4.541,0.0625,0.443
"DEAF1",0.429,11.511,0.0625,0.443
"MLC1",0.406,11.896,0.0626,0.443
"TXNDC3",0.297,9.305,0.0626,0.443
"ARMC7",0.206,10.109,0.0627,0.444
"DLD",-0.178,11.825,0.0627,0.444
"SNCA",-0.505,11.689,0.0628,0.444
"C20orf72",0.194,8.825,0.0628,0.444
"ZBTB41",-0.31,6.178,0.063,0.445
"CTNNA1",0.175,10.974,0.063,0.445
"ZNF146",-0.23,8.37,0.063,0.445
"AZIN1",-0.142,10.726,0.0631,0.445
"RPP14",0.19,9.555,0.0631,0.445
"WASH5P",0.256,7.047,0.0631,0.445
"LYSMD4",-0.235,8.375,0.0632,0.445
"SCRT2",0.288,10.709,0.0632,0.445
"ELOVL5",-0.18,10.897,0.0632,0.445
"TCL1A",-0.552,13.548,0.0633,0.445
"TRIM58",-0.574,9.268,0.0633,0.445
"PTBP2",0.266,9.313,0.0633,0.445
"DISC1",0.289,9.495,0.0633,0.445
"FLJ39632",0.752,3.99,0.0633,0.445
"ASCL2",0.298,11.348,0.0633,0.445
"HLA-DRA",-0.289,14.959,0.0634,0.445
"LOC285074",-0.197,10.844,0.0634,0.445
"PCGF5",-0.172,11.791,0.0634,0.445
"PSMA1",-0.105,12.832,0.0635,0.445
"STAC3",0.379,8.046,0.0635,0.445
"LTF",-1.876,7.036,0.0635,0.445
"LOC389458",-0.445,7.521,0.0636,0.445
"CASC5",-0.463,4.691,0.0636,0.445
"COX7B",-0.196,11.037,0.0637,0.446
"MAPK1IP1L",-0.177,11.772,0.0637,0.446
"CA11",-0.258,6.794,0.0637,0.446
"FADS6",-0.929,3.53,0.0637,0.446
"IRAK1",0.135,11.893,0.0637,0.446
"ECE2",0.164,9.744,0.0639,0.446
"ANG",0.348,11.145,0.0639,0.446
"FAM91A1",0.16,8.296,0.0639,0.446
"CERK",0.25,10.294,0.064,0.446
"NUAK2",-0.278,11.21,0.064,0.446
"TSN",-0.088,11.148,0.064,0.446
"TUSC4",0.172,11.942,0.0641,0.447
"LOC729839",0.285,7.412,0.0641,0.447
"MLF1IP",-0.448,7.988,0.0641,0.447
"C1orf57",0.224,9.614,0.0642,0.447
"ITPRIP",0.275,11.649,0.0642,0.447
"PTGR2",0.324,6.442,0.0643,0.447
"RP3-527F8.2",-0.324,9.653,0.0643,0.447
"LOC401022",0.255,5.993,0.0643,0.447
"SGMS2",0.419,5.9,0.0643,0.447
"CACNA1B",0.384,8.195,0.0644,0.447
"RPS16",-0.114,17.162,0.0644,0.447
"BSPRY",0.393,7.286,0.0645,0.447
"C17orf95",0.111,10.611,0.0646,0.448
"C12orf48",-0.185,7.52,0.0646,0.448
"C21orf67",0.349,3.89,0.0646,0.448
"ZNF211",0.182,8.577,0.0647,0.448
"LOC122589",-0.141,14.26,0.0647,0.448
"C14orf106",-0.28,10.832,0.0647,0.448
"ALKBH1",0.282,7.29,0.0648,0.448
"DECR1",0.122,14.099,0.0648,0.448
"DENND4A",-0.189,7.582,0.0649,0.449
"LOC90586",0.326,3.242,0.0649,0.449
"STXBP3",-0.161,12.081,0.065,0.449
"DYNC2LI1",-0.222,7.345,0.0651,0.449
"MEIG1",0.375,4.142,0.0651,0.449
"PHF3",-0.139,11.349,0.0652,0.45
"RANBP6",0.161,7.532,0.0652,0.45
"SLC17A5",0.363,7.25,0.0653,0.45
"NCRNA00105",0.414,8.148,0.0653,0.45
"AARS",0.174,9.087,0.0654,0.45
"FASTKD2",-0.127,9.836,0.0655,0.451
"MCTS1",-0.124,11.831,0.0656,0.452
"TMEFF2",0.363,9.47,0.0657,0.452
"SNORD22",-0.307,8.184,0.0658,0.452
"PEX11A",0.384,5.684,0.0658,0.452
"FOXD1",0.342,7.562,0.0658,0.452
"POLA2",0.152,8.946,0.0658,0.452
"CD19",-0.561,12.072,0.0658,0.452
"CPT1A",0.379,9.04,0.0658,0.452
"CYP1A1",0.971,4.444,0.0659,0.452
"C14orf65",0.127,7.876,0.0659,0.452
"NOB1",-0.118,10.745,0.0659,0.452
"GCK",0.325,5.193,0.066,0.452
"YY1AP1",0.077,11.725,0.066,0.452
"IL1B",1.116,10.883,0.0661,0.452
"FBXL14",0.253,7.891,0.0661,0.452
"SLC4A11",0.259,5.872,0.0661,0.452
"MUPCDH",1.21,6.277,0.0661,0.452
"KIRREL",0.565,4.507,0.0662,0.452
"SBF2",0.226,8.343,0.0662,0.452
"ZNF250",0.31,7.473,0.0662,0.452
"RUNDC2B",0.2,10.479,0.0662,0.452
"PIGB",0.155,9.005,0.0663,0.452
"SDPR",-0.57,11.7,0.0663,0.452
"FAM24B",-0.282,8.892,0.0664,0.452
"BAGE",0.244,11.833,0.0664,0.452
"NANP",0.272,6.085,0.0665,0.453
"NKX2-3",0.26,7.642,0.0666,0.454
"TMEM135",0.258,6.938,0.0667,0.454
"CCNA2",-0.642,4.546,0.0668,0.454
"ARNTL2",-0.51,5.608,0.0668,0.454
"ZNF317",0.11,10.167,0.0668,0.454
"PQLC2",0.43,4.609,0.0668,0.454
"HS3ST1",-0.492,7.25,0.0669,0.454
"ADRBK2",0.158,10.22,0.0669,0.454
"PPFIA4",-0.636,5.706,0.0669,0.454
"RPL21",-0.106,17.689,0.0669,0.454
"GTF3C1",0.187,8.426,0.0669,0.454
"LMNB2",-0.238,8.271,0.067,0.454
"RHBDF2",0.216,13.478,0.067,0.454
"RASSF5",-0.171,10.941,0.067,0.454
"SHC1",0.274,11.081,0.067,0.454
"ECD",0.11,10.793,0.0671,0.454
"SLC6A19",-0.459,8.78,0.0671,0.454
"SPTBN4",0.296,3.405,0.0671,0.454
"CD3EAP",0.237,7.839,0.0672,0.454
"LOC100129500",0.345,7.686,0.0673,0.454
"CCDC59",-0.195,12.287,0.0673,0.454
"STAP2",0.295,5.206,0.0673,0.454
"HMX1",0.348,4.804,0.0674,0.454
"GPR156",0.248,9.694,0.0674,0.454
"C1QTNF1",-0.599,3.714,0.0674,0.454
"LOC100132167",-0.174,13.664,0.0674,0.454
"RUNDC3A",-0.82,5.087,0.0675,0.454
"ZNF646",0.178,11.462,0.0675,0.454
"ASXL2",0.152,11.865,0.0675,0.454
"SPON2",0.541,16.123,0.0676,0.455
"MAN2B1",0.184,15.855,0.0677,0.455
"LIMK1",0.19,9.114,0.0677,0.455
"MCM2",-0.19,9.984,0.0677,0.455
"MAP3K2",0.122,10.209,0.0678,0.455
"EME1",0.384,5.276,0.0678,0.455
"UFSP2",-0.156,10.325,0.0678,0.455
"DDAH2",-0.202,11.33,0.0679,0.456
"LOC100133130",-0.449,3.894,0.0679,0.456
"LOC643454",-0.241,8.775,0.068,0.456
"HPSE",0.421,9.162,0.068,0.456
"UCRC",-0.108,13.88,0.0681,0.457
"ZNF643",0.26,5.745,0.0681,0.457
"POU5F1P3",0.301,5.727,0.0682,0.457
"TMEM19",-0.176,9.789,0.0682,0.457
"EPB41",-0.198,7.352,0.0682,0.457
"PWWP2B",0.181,11.38,0.0683,0.457
"ZC3H11A",-0.136,13.633,0.0683,0.457
"ITGA4",-0.211,9.771,0.0683,0.457
"BIC",-0.357,6.172,0.0684,0.457
"LOC100133788",-0.12,11.657,0.0684,0.457
"GPR123",0.227,3.224,0.0684,0.457
"C1orf158",0.503,8.842,0.0685,0.457
"KIF1C",0.295,13.191,0.0685,0.457
"POU3F1",0.375,4.718,0.0686,0.457
"VPS13C",-0.192,11.409,0.0686,0.457
"LOC401504",-0.285,10.248,0.0686,0.457
"CHCHD4",0.178,10.321,0.0686,0.457
"NRP2",-0.567,4.31,0.0686,0.457
"ZNF776",0.256,6.788,0.0686,0.457
"HTR5A",0.14,3.082,0.0687,0.457
"B3GNT1",-0.231,7.016,0.069,0.459
"TRIM44",-0.116,10.55,0.0691,0.459
"LILRB3",0.21,15.762,0.0691,0.459
"CBLN3",0.396,4.498,0.0691,0.459
"GCHFR",0.182,11.105,0.0691,0.459
"HYAL2",0.239,9.69,0.0692,0.459
"HOOK1",-0.346,6.331,0.0693,0.46
"B3GNT7",0.435,4.535,0.0693,0.46
"ATP6V1B2",0.246,12.356,0.0694,0.46
"RTF1",-0.155,9.775,0.0694,0.46
"SCN3A",-0.328,3.436,0.0696,0.461
"CNOT7",-0.114,13.022,0.0696,0.461
"POLE2",-0.385,4.415,0.0696,0.461
"RPS17",-0.116,17.697,0.0696,0.461
"GLIS3",-0.624,4.026,0.0696,0.461
"CASP3",0.182,12.231,0.0697,0.461
"IPP",0.242,8.194,0.0697,0.461
"GLDC",-0.591,5.372,0.0698,0.461
"EIF1AX",-0.285,12.331,0.0698,0.461
"RAD51L1",-0.32,6.619,0.0699,0.461
"ZNF709",-0.339,8.729,0.0699,0.461
"PPP1R14C",1.084,4.42,0.07,0.462
"IL10RA",0.181,15.571,0.0701,0.462
"BTRC",0.219,8.219,0.0701,0.462
"PLEKHG4",-0.224,8.787,0.0701,0.462
"HISPPD1",-0.187,10.585,0.0702,0.462
"LOC100131336",-0.17,8.026,0.0702,0.462
"LFNG",0.348,13.021,0.0702,0.462
"ZNF276",0.203,11.793,0.0703,0.462
"C7orf11",-0.142,11.873,0.0703,0.462
"TAPBPL",0.216,10.14,0.0703,0.462
"TMPRSS2",0.973,5.008,0.0703,0.462
"LOC100129387",-0.224,9.614,0.0703,0.462
"LOC388796",0.274,11.034,0.0703,0.462
"ATP5J",-0.138,13.732,0.0704,0.462
"UBE2DNL",0.316,4.007,0.0704,0.462
"ARMC6",0.128,10.562,0.0705,0.462
"PLEKHH3",0.302,6.667,0.0705,0.462
"NR1H3",0.232,11.135,0.0705,0.462
"LOC441108",0.372,9.715,0.0706,0.462
"C9orf97",0.169,7.763,0.0706,0.462
"TSPAN1",0.235,6.236,0.0706,0.462
"PUM2",0.161,11.663,0.0706,0.462
"SURF4",-0.31,11.142,0.0707,0.463
"ZNF688",0.096,11.742,0.0707,0.463
"QSOX2",-0.195,8.659,0.0708,0.463
"PIP4K2A",-0.228,12.433,0.0708,0.463
"PNN",-0.174,12.677,0.0709,0.463
"GLUL",-0.281,10.789,0.0709,0.463
"LOC729173",0.324,5.733,0.0709,0.463
"PLEKHG1",-0.524,6.221,0.0709,0.463
"ZNF831",0.274,11.135,0.0709,0.463
"SLC46A3",-0.166,6.959,0.071,0.463
"CHAT",0.438,3.724,0.0711,0.463
"CADM2",-0.27,3.14,0.0712,0.464
"HP",-0.867,12.03,0.0712,0.464
"STX18",0.103,10.787,0.0713,0.464
"CDC42EP3",0.319,10.764,0.0714,0.464
"MAPRE3",0.281,3.222,0.0714,0.465
"CXCL3",0.823,7.896,0.0716,0.465
"NUDT19",-0.154,8.908,0.0716,0.465
"BAIAP2",0.296,8.547,0.0717,0.466
"NEDD1",-0.232,6.905,0.0718,0.466
"ABCC1",-0.191,7.513,0.0718,0.466
"ATF4C",-0.197,10.38,0.0718,0.466
"RAB39B",-0.221,7.895,0.0719,0.466
"CATSPER1",0.248,10.203,0.0719,0.466
"SERPINH1",0.373,5.8,0.0719,0.466
"LOC100130433",0.548,4.287,0.0719,0.466
"ARL6IP5",-0.154,13.488,0.072,0.466
"RAP2C",-0.168,8.97,0.072,0.466
"DGKE",-0.517,3.945,0.072,0.466
"SLC6A17",-0.126,3.092,0.072,0.466
"POLR3G",-0.461,4.319,0.0721,0.466
"C18orf22",-0.152,10.001,0.0721,0.466
"BTLA",-0.31,8.267,0.0721,0.466
"MED4",-0.181,13.827,0.0722,0.466
"GCM2",-0.505,3.394,0.0722,0.466
"PLG",0.318,6.159,0.0723,0.466
"ALDH1B1",0.219,6.164,0.0723,0.466
"TLX2",0.518,9.148,0.0724,0.467
"FAM168A",-0.187,6.965,0.0724,0.467
"SC65",0.256,7.571,0.0725,0.467
"TRPM2",0.309,10.025,0.0725,0.467
"CENPF",-0.259,8.779,0.0726,0.467
"SDF4",0.141,13.065,0.0726,0.467
"SLC7A1",-0.212,8.01,0.0726,0.467
"C16orf3",0.393,11.665,0.0726,0.467
"CDK5RAP1",0.103,9.305,0.0726,0.467
"RAB14",-0.134,10.19,0.0726,0.467
"APLP1",0.354,5.099,0.0727,0.467
"PIPOX",0.189,6.407,0.0727,0.467
"ARHGAP15",-0.235,10.921,0.0728,0.467
"C15orf34",0.324,3.924,0.0729,0.467
"LOC100131883",0.252,3.14,0.0729,0.467
"EFNB2",-0.503,4.738,0.0729,0.467
"LANCL2",0.187,7.244,0.0729,0.467
"PTGDR",0.436,9.519,0.0729,0.467
"GPR161",0.263,7.073,0.073,0.468
"CRIP2",-0.489,7.261,0.0731,0.468
"DENND4C",0.11,10.522,0.0731,0.468
"ORAI3",0.145,9.489,0.0732,0.468
"FYB",-0.155,14.147,0.0732,0.468
"FRMPD3",0.276,7.048,0.0732,0.468
"METAP1",0.114,11.368,0.0733,0.468
"C3orf39",0.168,11.647,0.0733,0.468
"hCG_1745121",0.298,3.263,0.0733,0.468
"TRIM5",0.305,7.395,0.0734,0.468
"DPCR1",0.866,3.778,0.0734,0.468
"MGC31957",0.145,3.072,0.0734,0.468
"GRAMD1A",-0.192,8.152,0.0735,0.468
"DAZAP2",-0.158,15.565,0.0735,0.468
"EIF4E",-0.164,11.004,0.0735,0.468
"NCRNA00081",-0.121,10.642,0.0735,0.468
"PPP2R3C",-0.131,13.281,0.0736,0.469
"NEDD8",0.112,15.241,0.0737,0.469
"ITM2A",-0.26,11.641,0.0738,0.469
"LRRC28",-0.265,7.211,0.0738,0.469
"OXCT1",-0.195,9.154,0.0738,0.469
"ZBTB24",-0.437,10.531,0.0739,0.469
"BCAR3",-0.477,5.505,0.0739,0.469
"UBXN6",-0.118,12.66,0.0739,0.469
"TNFRSF8",0.342,11.776,0.074,0.47
"GABPA",-0.337,7.752,0.074,0.47
"PRICKLE1",-0.427,7.179,0.074,0.47
"PGA3",-0.703,8.249,0.0741,0.47
"FLJ40142",-0.256,11.09,0.0741,0.47
"VAMP2",-0.191,9.775,0.0743,0.47
"ETS2",0.308,12.94,0.0743,0.47
"OLFM1",-0.822,6.58,0.0743,0.47
"WNT3",0.459,5.074,0.0743,0.47
"RNH1",0.14,16.365,0.0744,0.47
"CAMTA1",-0.241,13.12,0.0745,0.471
"DSN1",-0.152,9.207,0.0745,0.471
"EEF1D",-0.093,17.484,0.0746,0.471
"B4GALT4",0.212,8.191,0.0746,0.471
"MTERFD2",-0.169,11.012,0.0746,0.471
"SLC2A3P1",0.292,3.464,0.0747,0.471
"SYNM",-0.457,7.007,0.0747,0.471
"ACYP1",-0.19,10.951,0.0747,0.471
"ULBP2",0.908,3.89,0.0747,0.471
"ZNF813",0.257,8.728,0.0748,0.471
"ETFDH",0.232,10.476,0.0748,0.471
"COL27A1",0.325,7.804,0.0748,0.471
"SOAT2",-0.738,6.479,0.0748,0.471
"PAPOLG",0.25,9.356,0.0749,0.471
"TUBA3D",-0.19,12.856,0.0749,0.471
"C11orf21",0.246,13.275,0.0749,0.471
"LOC100128731",-0.291,14.581,0.075,0.471
"ANKRD13D",0.21,10.421,0.075,0.471
"LAMC1",-0.643,5.903,0.075,0.471
"PPM1D",0.294,8.915,0.0751,0.472
"CXCR7",0.374,9.358,0.0751,0.472
"HSF2",-0.191,10.538,0.0753,0.472
"CDC14C",-0.424,7.037,0.0753,0.472
"LOC440104",0.242,8.51,0.0753,0.472
"CYB5D2",-0.137,10.006,0.0754,0.472
"ATG12",-0.1,11.32,0.0754,0.472
"RPL26",-0.104,17.14,0.0754,0.472
"CAPS2",0.437,5.829,0.0755,0.472
"MTDH",-0.125,10.501,0.0756,0.473
"PVRIG",0.234,12.498,0.0757,0.473
"CDC26",-0.136,12.127,0.0757,0.473
"ZFP37",-0.393,3.656,0.0757,0.473
"MGC40574",0.32,7.315,0.0758,0.473
"NCOA5",0.216,7.452,0.0758,0.473
"TNRC4",-0.416,4.228,0.0758,0.473
"C10orf27",0.27,4.732,0.0758,0.473
"FBF1",0.26,7.617,0.0759,0.473
"DYNLT3",-0.139,11.425,0.0759,0.474
"TRIM46",0.235,7.152,0.076,0.474
"RANBP1",-0.119,12.445,0.076,0.474
"C10orf84",-0.157,11.64,0.076,0.474
"CEP250",0.225,10.311,0.0761,0.474
"SPAG1",-0.448,3.64,0.0762,0.474
"ZNF563",-0.269,6.182,0.0762,0.474
"H1F0",0.452,9.359,0.0763,0.474
"CCL3",1.055,13.741,0.0763,0.474
"FCER2",-0.494,5.545,0.0763,0.474
"SLC6A14",1.872,5.352,0.0763,0.474
"CHST13",0.337,11.124,0.0764,0.474
"MFAP3",0.26,7.838,0.0764,0.474
"NT5C3L",-0.464,7.633,0.0764,0.474
"AP2A2",0.238,11.508,0.0766,0.475
"LOC100131316",0.616,4.407,0.0766,0.475
"SAMD12",-0.578,4.492,0.0766,0.475
"ARGLU1",-0.406,11.92,0.0766,0.475
"ZMYND10",0.281,6.219,0.0767,0.475
"hCG_1776259",0.571,8.442,0.0767,0.475
"TES",0.172,12.13,0.0767,0.475
"PANX1",-0.366,8.688,0.0768,0.475
"VAV2",-0.241,8.621,0.0768,0.475
"HNF1B",0.286,4.201,0.0769,0.475
"FN3KRP",0.167,11.546,0.0769,0.475
"ACBD4",0.59,8.988,0.0769,0.476
"CC2D2B",0.31,7.561,0.077,0.476
"ZNF585A",0.214,8.161,0.0771,0.476
"C20orf201",0.507,7.772,0.0771,0.476
"ABCA6",0.437,5.25,0.0771,0.476
"C8orf58",0.398,9.197,0.0772,0.476
"ZC3H18",0.132,10.311,0.0773,0.477
"C11orf79",0.114,12.061,0.0773,0.477
"ORM1",-0.546,7.474,0.0774,0.477
"ARID5B",-0.251,10.844,0.0774,0.477
"CCDC28B",0.235,9.224,0.0774,0.477
"PRDX2",-0.228,11.353,0.0774,0.477
"POP1",0.19,8.886,0.0775,0.477
"AGTRAP",0.171,9.514,0.0776,0.478
"OSBP",0.112,9.777,0.0777,0.478
"PRF1",0.442,12.845,0.0777,0.478
"METTL8",-0.199,9.084,0.0777,0.478
"ARMC8",0.213,9.821,0.0778,0.478
"COX18",-0.137,10.378,0.0779,0.478
"CPSF4",0.131,11.109,0.078,0.479
"FGF9",-0.4,7.246,0.078,0.479
"MSL2",0.112,9.888,0.078,0.479
"MUC5AC",0.269,7.075,0.0781,0.479
"STYX",-0.168,11.452,0.0781,0.479
"KCTD19",0.569,5.756,0.0782,0.479
"APBB1IP",-0.181,13.341,0.0782,0.479
"CASC4",-0.122,11.128,0.0783,0.479
"USP28",0.298,7.229,0.0783,0.479
"KRTAP4-12",0.25,4.482,0.0784,0.479
"PFKFB4",0.233,11.067,0.0784,0.479
"OXSM",0.201,9.612,0.0785,0.48
"ZNF134",0.184,8.195,0.0785,0.48
"ZFAT",0.23,11.163,0.0785,0.48
"TRPM4",0.513,5.842,0.0785,0.48
"SRGAP2",0.204,11.488,0.0786,0.48
"PITX1",-0.339,3.259,0.0786,0.48
"KIAA0100",0.107,12.665,0.0786,0.48
"NUDT10",0.637,5.102,0.0786,0.48
"LOC100129196",-0.203,7.533,0.0787,0.48
"ABTB2",0.388,7.291,0.0787,0.48
"ZNF775",0.307,11.219,0.0787,0.48
"ZNF221",0.368,3.2,0.0788,0.48
"RAB8B",0.181,11.838,0.0788,0.48
"NAP1L1",-0.193,14.053,0.0789,0.48
"PPP1R9B",0.098,13.481,0.0789,0.48
"HEATR2",-0.13,8.952,0.0789,0.48
"FKSG24",0.138,10.185,0.0789,0.48
"CCT7",-0.099,13.273,0.079,0.48
"MRPL45",-0.096,12.286,0.079,0.48
"IL1RL2",0.359,3.841,0.079,0.48
"ZC3H7A",-0.092,12.017,0.0791,0.48
"ZNF69",0.343,3.603,0.0791,0.48
"LOC339483",0.347,6.844,0.0791,0.48
"EVI5",-0.191,8.715,0.0792,0.48
"PGPEP1",0.182,10.112,0.0792,0.48
"ADRA2A",-0.622,6.535,0.0792,0.48
"SLC12A9",0.129,15.062,0.0793,0.48
"P2RY12",-0.538,8.329,0.0793,0.48
"LOC730167",-0.446,4.049,0.0796,0.482
"ZXDA",-0.548,4.79,0.0796,0.482
"ZFAND1",-0.199,11.649,0.0797,0.482
"GPR78",0.65,10.691,0.0797,0.482
"FAM134B",-0.293,10.64,0.0797,0.482
"SCUBE2",0.26,3.415,0.0797,0.482
"SEMA4D",0.148,9.439,0.0798,0.482
"CHRNA4",0.306,9.419,0.0798,0.482
"GPATCH3",0.15,10.706,0.0798,0.482
"DCLRE1C",0.115,10.203,0.0799,0.482
"EXT1",0.225,8.39,0.0799,0.482
"RUNDC2A",0.186,10.419,0.0799,0.482
"FTL",0.136,15.781,0.0799,0.482
"FAM25C",0.355,4.577,0.08,0.482
"S100A10",-0.157,14.825,0.08,0.482
"BRCC3",-0.153,11.731,0.08,0.482
"DSTN",-0.178,12.451,0.0801,0.482
"ABCA13",-0.804,3.757,0.0801,0.482
"H19",0.694,3.991,0.0802,0.482
"XBP1",0.15,14.541,0.0802,0.482
"UBA2",-0.121,10.778,0.0804,0.483
"UPRT",-0.145,10.112,0.0804,0.483
"BIN1",-0.175,12.071,0.0805,0.484
"UCK1",0.11,9.944,0.0806,0.484
"DIP2B",0.154,9.558,0.0806,0.484
"IQGAP3",0.27,8.338,0.0806,0.484
"RAMP3",-0.917,4.425,0.0806,0.484
"HMMR",-0.423,6.73,0.0807,0.484
"KIAA0513",0.176,13.601,0.0808,0.484
"LOC643960",-0.131,15.247,0.0808,0.484
"NOV",-0.631,4.906,0.0808,0.484
"CCNB2",-0.401,8.062,0.0808,0.484
"TNF",0.898,10.175,0.0808,0.484
"RDM1",-0.244,5.575,0.081,0.484
"TCAP",0.177,9.704,0.081,0.484
"FAM83D",-0.482,4.603,0.0812,0.485
"CCND2",0.231,11.637,0.0812,0.485
"DHX34",0.373,4.251,0.0812,0.485
"COL5A3",0.556,3.939,0.0813,0.485
"SNRNP25",-0.169,10.532,0.0813,0.485
"KLRG2",0.568,3.358,0.0813,0.485
"PFTK1",-0.328,7.806,0.0814,0.486
"ZC3H6",-0.184,11.358,0.0815,0.486
"AHCTF1",0.212,10.679,0.0816,0.486
"LYG1",0.205,7.603,0.0816,0.486
"MGC27345",0.147,9.009,0.0816,0.486
"SLAMF9",0.194,7.851,0.0816,0.486
"TBC1D8",0.273,10.901,0.0817,0.487
"TTC3",-0.265,11.826,0.0818,0.487
"NOL11",0.194,10.212,0.0818,0.487
"ZNF555",0.183,9.121,0.0819,0.487
"TMEM95",0.327,4.089,0.0819,0.487
"C14orf102",0.256,7.642,0.0819,0.487
"RNMTL1",0.104,9.616,0.082,0.487
"VPS29",-0.117,11.874,0.0821,0.487
"API5",-0.174,8.96,0.0821,0.487
"PLXNB1",-0.412,5.353,0.0821,0.487
"ZBTB4",-0.189,11.774,0.0821,0.487
"GIMAP8",0.387,11.617,0.0821,0.487
"TBK1",0.167,10.414,0.0823,0.488
"PBRM1",-0.187,8.141,0.0823,0.488
"BTK",-0.225,10.986,0.0825,0.489
"PPT2",0.184,8.057,0.0825,0.489
"B3GNTL1",0.175,8.485,0.0826,0.489
"KIAA1462",0.599,3.994,0.0826,0.489
"PSEN1",0.193,10.691,0.0827,0.489
"LOC100130713",0.585,7.413,0.0827,0.489
"SLC1A7",0.667,10.42,0.0827,0.489
"MGC50722",-0.376,3.83,0.0828,0.489
"B3GNT6",0.249,5.475,0.0828,0.489
"ENTPD2",0.181,8.284,0.0828,0.489
"TRIO",0.211,9.44,0.0829,0.489
"TKTL1",0.602,11.157,0.083,0.49
"KRT32",-0.317,4.393,0.083,0.49
"CDCA2",-0.419,6.111,0.083,0.49
"IL1F10",0.305,4.975,0.0831,0.49
"ZNF148",0.12,12.344,0.0831,0.49
"RFX7",-0.168,9.991,0.0832,0.49
"FLJ16686",0.688,4.491,0.0832,0.49
"SEPW1",0.139,14.128,0.0833,0.49
"MAST3",0.207,10.538,0.0834,0.49
"SLC7A6OS",0.124,10.581,0.0834,0.49
"PRKG1",-0.86,4.442,0.0834,0.49
"CCL3L3",1.093,11.922,0.0834,0.49
"TBXAS1",0.154,12.64,0.0834,0.49
"GNG11",-0.5,14.132,0.0835,0.491
"ZNF596",-0.505,4.824,0.0836,0.491
"CCDC77",0.232,10.015,0.0837,0.491
"UFC1",-0.107,11.312,0.0838,0.491
"LOC642897",-0.636,3.72,0.0838,0.491
"POLR2B",0.131,11.277,0.0838,0.491
"ZNF502",0.426,7.86,0.0838,0.491
"KANK3",0.349,8.501,0.0838,0.491
"HIPK3",0.216,5.338,0.0838,0.491
"ZNF689",0.158,9.013,0.0838,0.491
"EHBP1",-0.203,7.203,0.0839,0.491
"VNN1",0.527,7.63,0.0839,0.491
"FAM148A",0.359,10.947,0.084,0.491
"LOC100129122",0.303,14.691,0.084,0.491
"SCT",0.48,7.002,0.084,0.491
"tcag7.1015",0.102,12.978,0.0841,0.491
"CREB1",-0.21,8.922,0.0841,0.491
"TMBIM6",0.09,16.059,0.0841,0.491
"KCNN4",-0.364,12.115,0.0841,0.491
"CORO1C",-0.208,10.554,0.0842,0.491
"C19orf68",-0.151,11.734,0.0842,0.491
"ZNF791",-0.108,8.043,0.0842,0.491
"HTATSF1",-0.116,12.821,0.0843,0.491
"MLPH",0.255,3.34,0.0843,0.491
"C17orf59",0.131,14.068,0.0843,0.491
"CLCC1",0.155,9.433,0.0843,0.491
"FGFR2",-0.733,5.192,0.0843,0.491
"HHAT",-0.178,7.548,0.0845,0.492
"LOC644387",0.453,5.706,0.0846,0.492
"IFITM3",0.278,14.886,0.0847,0.492
"LOC202051",-0.164,6.066,0.0847,0.492
"RIMBP3",0.369,9.906,0.0848,0.493
"COX4I1",-0.108,15.623,0.0848,0.493
"GATM",-0.423,7.741,0.0848,0.493
"CD300LB",0.211,8.986,0.0849,0.493
"SLC24A2",-0.376,3.249,0.0849,0.493
"RFX1",0.162,10.937,0.0849,0.493
"DCUN1D4",-0.113,7.954,0.0849,0.493
"LPP",0.195,9.052,0.085,0.493
"EP400NL",-0.232,6.781,0.0851,0.493
"LATS1",-0.978,5.182,0.0853,0.494
"PPP1CC",-0.092,13.731,0.0853,0.494
"LRRC58",0.106,9.86,0.0854,0.495
"TRIM49",-0.869,4.279,0.0854,0.495
"NRP1",1.534,5.919,0.0856,0.495
"DNAJB8",-0.778,3.92,0.0856,0.495
"TPD52",-0.276,9.897,0.0857,0.495
"LOC441073",-0.087,17.634,0.0857,0.495
"TOP1MT",-0.203,12.295,0.0857,0.495
"C15orf23",0.247,9.797,0.0858,0.496
"GSX1",0.531,4.069,0.0858,0.496
"PTPN13",0.412,6.093,0.0859,0.496
"LOC642826",0.298,9.528,0.0859,0.496
"C8orf73",0.336,10.234,0.0859,0.496
"CARD6",0.37,11.417,0.086,0.496
"FKTN",0.325,3.659,0.086,0.496
"PLA2G4C",-0.605,7.602,0.086,0.496
"HMP19",-0.407,3.576,0.0861,0.496
"ANKLE1",0.306,5.579,0.0861,0.496
"MRGPRE",0.216,4.945,0.0863,0.497
"SHANK1",0.55,4.496,0.0863,0.497
"NUSAP1",-0.229,6.67,0.0864,0.497
"GALNAC4S-6ST",0.25,12.354,0.0864,0.497
"SLC24A1",-0.216,7.564,0.0864,0.497
